PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference
JD Davison,1631120,Boston Celtics,OVERALL,4.88,0.62,1.5,0.3,0.38,0.88,0.29,0.38,0.5,0.19,0.25,1.0,1.25,1.25,0.25,0.12,0.12,0.0,0.5,0.38,2.0,2.88,3.5,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,JD Davison,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631120.png,JD Davison,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
JT Thor,1630550,Charlotte Hornets,OVERALL,12.39,1.27,2.9,0.38,0.44,1.29,0.2,0.17,0.32,0.1,0.68,1.63,2.32,0.46,0.24,0.17,0.43,0.24,0.95,0.29,3.16,-0.78,4.52,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,JT Thor,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630550.png,JT Thor,Forward,Charlotte Hornets,82,21,61,0.256,3946.0,119.2,2538,0.709,562,371,1401.0,1160.0,1128.0,4308.0,1,27,27,27,23,29,29,22,25,25,20,21,12,23,East
Ja Morant,1629630,Memphis Grizzlies,OVERALL,35.33,8.89,18.89,0.46,1.56,5.67,0.29,5.78,7.11,0.83,0.67,4.89,5.56,8.11,3.0,0.78,0.56,1.78,2.11,5.33,25.11,1.22,25.78,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Ja Morant,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1629630.png,Ja Morant,Guard,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,2598,0.706,673,501,1514.0,1146.0,1236.0,3948.0,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West
JaVale McGee,201580,Sacramento Kings,OVERALL,7.38,1.72,2.87,0.51,0.02,0.15,0.02,0.57,0.98,0.24,0.91,1.83,2.74,0.37,0.74,0.3,0.43,0.11,1.0,0.85,4.02,0.15,5.57,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,JaVale McGee,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/201580.png,JaVale McGee,Center-Forward,Sacramento Kings,82,46,36,0.561,3971.0,114.4,2719,0.744,625,342,1349.0,891.0,962.0,4006.0,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West
Jabari Smith Jr.,1631095,Houston Rockets,OVERALL,31.89,4.97,10.96,0.45,1.82,5.0,0.36,1.97,2.43,0.62,1.83,6.28,8.11,1.59,1.17,0.68,0.8,0.74,2.63,1.82,13.74,-1.11,17.3,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jabari Smith Jr.,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1631095.png,Jabari Smith Jr.,Forward,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jabari Walker,1631133,Portland Trail Blazers,OVERALL,23.62,3.25,7.07,0.46,0.57,1.93,0.25,1.79,2.38,0.59,2.1,4.96,7.06,0.99,0.92,0.58,0.31,0.88,2.4,1.92,8.86,-4.69,12.47,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Jabari Walker,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1631133.png,Jabari Walker,Forward,Portland Trail Blazers,82,21,61,0.256,3976.0,116.6,2469,0.697,627,354,1564.0,1163.0,1391.0,4388.0,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West
Jacob Gilyard,1631367,Brooklyn Nets,OVERALL,11.16,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.5,0.25,1.5,0.0,0.0,1.0,0.0,0.0,-4.0,2.0,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Jacob Gilyard,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631367.png,Jacob Gilyard,Guard,Brooklyn Nets,82,32,50,0.39,3961.0,115.4,2675,0.715,556,424,1263.0,1146.0,1281.0,3962.0,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East
Jacob Gilyard,1631367,Memphis Grizzlies,OVERALL,17.67,1.62,3.89,0.35,1.38,3.24,0.35,0.05,0.05,0.05,0.22,0.95,1.16,3.54,0.78,0.73,0.14,0.14,0.95,0.38,4.68,-4.22,7.19,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jacob Gilyard,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631367.png,Jacob Gilyard,Guard,Brooklyn Nets,82,32,50,0.39,3961.0,115.4,2675,0.715,556,424,1263.0,1146.0,1281.0,3962.0,1,22,22,22,10,20,20,19,28,12,9,17,25,11,West
Jacob Toppin,1631210,New York Knicks,OVERALL,4.24,0.56,1.0,0.12,0.11,0.44,0.04,0.22,0.22,0.11,0.33,0.44,0.78,0.33,0.11,0.0,0.11,0.11,0.33,0.11,1.44,-1.78,2.11,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Jacob Toppin,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1631210.png,Jacob Toppin,Forward,New York Knicks,82,50,32,0.61,3946.0,112.4,2665,0.729,612,336,1222.0,1008.0,1133.0,3848.0,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East
Jaden Hardy,1630702,Dallas Mavericks,OVERALL,13.55,2.67,6.56,0.38,1.11,3.07,0.27,0.81,1.04,0.28,0.27,1.52,1.79,1.49,0.85,0.3,0.05,0.38,1.1,1.08,7.26,-1.73,5.93,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Jaden Hardy,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png,Jaden Hardy,Guard,Dallas Mavericks,82,50,32,0.61,3941.0,114.9,2724,0.711,563,406,1240.0,1170.0,1291.0,4186.0,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West
Jaden Ivey,1631093,Detroit Pistons,OVERALL,28.8,5.42,12.64,0.43,1.61,4.79,0.33,2.95,3.94,0.67,1.12,2.31,3.43,3.84,2.47,0.74,0.53,1.14,2.65,2.95,15.39,-4.55,13.26,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jaden Ivey,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,Jaden Ivey,Guard,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jaden McDaniels,1630183,Minnesota Timberwolves,OVERALL,29.24,4.26,8.72,0.49,1.19,3.54,0.32,0.79,1.1,0.34,0.78,2.33,3.11,1.4,1.21,0.88,0.58,0.39,3.04,1.29,10.51,2.17,10.51,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Jaden McDaniels,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630183.png,Jaden McDaniels,Forward,Minnesota Timberwolves,82,56,26,0.683,3961.0,108.4,2807,0.725,647,497,1337.0,1042.0,1086.0,3782.0,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West
Jaden Springer,1630531,Boston Celtics,OVERALL,7.63,0.76,1.76,0.21,0.12,0.65,0.06,0.41,0.47,0.16,0.47,0.71,1.18,0.53,0.47,0.65,0.24,0.12,1.0,0.53,2.06,2.24,3.12,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jaden Springer,1630531,Philadelphia 76ers,OVERALL,11.79,1.44,3.69,0.31,0.25,1.16,0.15,0.88,1.06,0.35,0.78,1.03,1.81,1.09,0.81,0.78,0.34,0.44,1.53,0.91,4.0,-2.06,4.78,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jae Crowder,203109,Milwaukee Bucks,OVERALL,23.11,2.28,5.4,0.42,1.16,3.32,0.31,0.52,0.72,0.2,0.62,2.6,3.22,1.32,0.46,0.76,0.18,0.16,1.48,0.68,6.24,-1.38,7.94,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Jae Crowder,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203109.png,Jae Crowder,Forward,Milwaukee Bucks,82,49,33,0.598,3961.0,115.0,2850,0.731,558,413,1227.0,1121.0,1118.0,4182.0,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East
Jae'Sean Tate,1630256,Houston Rockets,OVERALL,15.87,1.66,3.52,0.43,0.35,1.18,0.18,0.4,0.6,0.18,0.94,2.09,3.03,0.98,0.57,0.65,0.23,0.26,2.11,0.86,4.08,1.2,6.34,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jae'Sean Tate,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630256.png,Jae'Sean Tate,Forward,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jaime Jaquez Jr.,1631170,Miami Heat,OVERALL,28.18,4.55,9.29,0.48,0.87,2.69,0.3,1.89,2.33,0.57,1.09,2.71,3.8,2.6,1.47,1.03,0.27,0.84,2.23,1.8,11.85,1.44,12.89,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Jaime Jaquez Jr.,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png,Jaime Jaquez Jr.,Guard,Miami Heat,82,46,36,0.561,3951.0,111.5,2702,0.734,617,280,1298.0,1084.0,1066.0,3802.0,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East
Jake LaRavia,1631222,Memphis Grizzlies,OVERALL,23.02,3.37,8.66,0.34,1.51,4.46,0.27,2.57,3.11,0.54,1.46,2.2,3.66,1.66,1.29,0.83,0.34,0.66,1.97,2.14,10.83,-3.26,10.2,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jake LaRavia,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png,Jake LaRavia,Forward,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,2598,0.706,673,501,1514.0,1146.0,1236.0,3948.0,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West
Jakob Poeltl,1627751,Toronto Raptors,OVERALL,26.38,4.96,7.56,0.66,0.0,0.0,0.0,1.18,2.14,0.37,2.92,5.66,8.58,2.54,1.54,0.7,1.52,0.74,2.98,1.98,11.1,-0.34,19.34,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jakob Poeltl,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png,Jakob Poeltl,Center,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jalen Brunson,1628973,New York Knicks,OVERALL,35.41,10.26,21.4,0.47,2.74,6.83,0.37,5.47,6.45,0.79,0.56,3.05,3.61,6.74,2.42,0.91,0.17,0.83,1.87,6.23,28.73,6.65,25.61,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Jalen Brunson,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628973.png,Jalen Brunson,Guard,New York Knicks,82,50,32,0.61,3946.0,112.4,2665,0.729,612,336,1222.0,1008.0,1133.0,3848.0,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East
Jalen Duren,1631105,Detroit Pistons,OVERALL,29.14,5.72,9.25,0.62,0.0,0.07,0.0,2.34,2.97,0.58,3.15,8.48,11.62,2.41,2.11,0.54,0.77,0.77,3.15,2.44,13.79,-5.1,22.87,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jalen Duren,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png,Jalen Duren,Center,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jalen Green,1630224,Houston Rockets,OVERALL,31.72,6.87,16.24,0.4,2.45,7.38,0.3,3.45,4.29,0.7,0.5,4.66,5.16,3.55,2.33,0.8,0.34,1.32,1.4,3.4,19.63,0.38,16.94,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jalen Green,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630224.png,Jalen Green,Guard,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jalen Hood-Schifino,1641720,Los Angeles Lakers,OVERALL,5.19,0.48,2.14,0.2,0.1,0.71,0.05,0.57,0.95,0.24,0.1,0.52,0.62,0.38,0.43,0.14,0.1,0.24,0.62,0.48,1.62,-2.57,0.38,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Jalen Hood-Schifino,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641720.png,Jalen Hood-Schifino,Guard,Los Angeles Lakers,82,47,35,0.573,3971.0,114.8,2859,0.725,605,453,1395.0,1225.0,1331.0,4206.0,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West
Jalen Johnson,1630552,Atlanta Hawks,OVERALL,33.73,6.41,12.54,0.53,1.27,3.57,0.37,1.91,2.62,0.57,1.32,7.39,8.71,3.62,1.8,1.2,0.84,0.91,2.38,2.21,16.0,-1.36,21.73,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Jalen Johnson,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630552.png,Jalen Johnson,Forward,Atlanta Hawks,82,36,46,0.439,3971.0,118.4,2639,0.717,615,369,1367.0,1121.0,1363.0,4402.0,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East
Jalen McDaniels,1629667,Toronto Raptors,OVERALL,10.76,1.3,3.78,0.26,0.24,1.42,0.12,0.54,0.74,0.2,0.36,1.22,1.58,0.74,0.6,0.38,0.12,0.36,1.04,0.54,3.38,-3.24,2.92,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jalen McDaniels,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629667.png,Jalen McDaniels,Forward,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jalen Pickett,1629618,Denver Nuggets,OVERALL,4.51,0.56,1.3,0.33,0.33,0.93,0.23,0.11,0.15,0.06,0.04,0.48,0.52,0.78,0.33,0.15,0.0,0.04,0.48,0.11,1.56,-0.04,1.89,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Jalen Pickett,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png,Jalen Pickett,Guard,Denver Nuggets,82,57,25,0.695,3941.0,112.3,2762,0.718,585,456,1301.0,1086.0,1109.0,4128.0,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West
Jalen Slawson,1641771,Sacramento Kings,OVERALL,3.08,0.33,0.5,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.5,0.58,0.17,0.17,0.08,0.08,0.0,0.67,0.08,0.67,-0.5,1.25,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Jalen Slawson,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641771.png,Jalen Slawson,Forward,Sacramento Kings,82,46,36,0.561,3971.0,114.4,2719,0.744,625,342,1349.0,891.0,962.0,4006.0,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West
Jalen Smith,1630188,Indiana Pacers,OVERALL,17.16,3.84,6.48,0.61,1.0,2.36,0.43,1.18,1.7,0.4,1.84,3.69,5.52,1.03,0.72,0.28,0.62,0.21,2.03,1.57,9.85,-0.21,13.43,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Jalen Smith,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png,Jalen Smith,Forward-Center,Indiana Pacers,82,47,35,0.573,3941.0,117.6,2578,0.7,631,481,1297.0,1212.0,1122.0,4792.0,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East
Jalen Suggs,1630591,Orlando Magic,OVERALL,26.99,4.48,9.52,0.47,2.04,5.13,0.37,1.57,2.08,0.49,0.64,2.41,3.05,2.73,1.76,1.41,0.63,0.35,2.73,2.44,12.57,0.6,13.09,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Jalen Suggs,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png,Jalen Suggs,Guard,Orlando Magic,82,47,35,0.573,3956.0,110.8,2608,0.737,669,423,1348.0,994.0,1189.0,3892.0,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East
Jalen Williams,1631114,Oklahoma City Thunder,OVERALL,31.32,7.55,13.99,0.54,1.45,3.39,0.41,2.54,3.11,0.7,0.52,3.45,3.97,4.54,1.73,1.13,0.63,0.72,2.46,2.58,19.08,5.39,20.61,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Jalen Williams,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631114.png,Jalen Williams,Guard-Forward,Oklahoma City Thunder,82,57,25,0.695,3961.0,111.0,2725,0.698,694,538,1211.0,1258.0,1025.0,3852.0,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West
Jalen Wilson,1630592,Brooklyn Nets,OVERALL,15.45,1.77,4.16,0.47,0.56,1.72,0.25,0.88,1.07,0.3,1.09,1.95,3.05,1.05,0.44,0.26,0.09,0.26,1.12,0.79,4.98,-0.09,6.4,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Jalen Wilson,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630592.png,Jalen Wilson,Forward,Brooklyn Nets,82,32,50,0.39,3961.0,115.4,2675,0.715,556,424,1263.0,1146.0,1281.0,3962.0,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East
Jamal Cain,1631288,Miami Heat,OVERALL,9.97,1.31,3.04,0.25,0.42,1.19,0.2,0.69,0.88,0.27,0.58,0.85,1.42,0.38,0.31,0.38,0.19,0.12,0.85,0.58,3.73,-1.04,3.88,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Jamal Cain,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631288.png,Jamal Cain,Forward,Miami Heat,82,46,36,0.561,3951.0,111.5,2702,0.734,617,280,1298.0,1084.0,1066.0,3802.0,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East
Jamal Murray,1627750,Denver Nuggets,OVERALL,31.55,8.03,16.71,0.47,2.46,5.78,0.43,2.66,3.12,0.71,0.71,3.39,4.1,6.51,2.12,0.97,0.66,0.86,1.76,2.75,21.19,5.27,22.17,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Jamal Murray,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png,Jamal Murray,Guard,Denver Nuggets,82,57,25,0.695,3941.0,112.3,2762,0.718,585,456,1301.0,1086.0,1109.0,4128.0,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West
Jamaree Bouyea,1631123,Portland Trail Blazers,OVERALL,9.54,0.83,3.5,0.15,0.0,1.33,0.0,0.0,0.0,0.0,0.33,1.33,1.67,1.33,1.33,0.0,0.0,0.33,0.5,0.17,1.67,-3.67,0.67,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Jamaree Bouyea,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631123.png,Jamaree Bouyea,Guard,San Antonio Spurs,82,22,60,0.268,3966.0,115.6,2778,0.721,584,520,1526.0,1167.0,1187.0,4490.0,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West
Jamaree Bouyea,1631123,San Antonio Spurs,OVERALL,12.56,1.67,2.33,0.83,0.33,0.33,0.33,0.0,0.0,0.0,0.33,2.67,3.0,1.0,0.33,0.33,0.0,0.0,2.33,0.0,3.67,2.33,7.0,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Jamaree Bouyea,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631123.png,Jamaree Bouyea,Guard,San Antonio Spurs,82,22,60,0.268,3966.0,115.6,2778,0.721,584,520,1526.0,1167.0,1187.0,4490.0,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West
James Harden,201935,LA Clippers,OVERALL,34.3,4.89,11.42,0.42,2.58,6.78,0.37,4.19,4.78,0.88,0.47,4.65,5.12,8.53,2.57,1.07,0.79,0.58,1.76,3.31,16.56,4.04,22.39,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,James Harden,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/201935.png,James Harden,Guard,LA Clippers,82,51,31,0.622,3941.0,114.6,2701,0.705,640,413,1284.0,1152.0,1221.0,4074.0,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West
James Johnson,201949,Indiana Pacers,OVERALL,5.24,0.33,1.11,0.19,0.0,0.22,0.0,0.22,0.22,0.11,0.11,0.33,0.44,0.89,0.56,0.56,0.11,0.22,1.0,0.22,0.89,0.56,1.56,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,James Johnson,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/201949.png,James Johnson,Forward,Indiana Pacers,82,47,35,0.573,3941.0,117.6,2578,0.7,631,481,1297.0,1212.0,1122.0,4792.0,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East
James Wiseman,1630164,Detroit Pistons,OVERALL,17.32,2.97,4.84,0.56,0.0,0.03,0.0,1.14,1.62,0.35,1.75,3.59,5.33,0.86,1.05,0.19,0.62,0.32,2.24,1.33,7.08,-5.16,10.68,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,James Wiseman,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1630164.png,James Wiseman,Center,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jarace Walker,1641716,Indiana Pacers,OVERALL,10.32,1.36,3.33,0.27,0.67,1.67,0.22,0.24,0.27,0.11,0.36,1.55,1.91,1.21,0.52,0.45,0.33,0.03,0.88,0.36,3.64,0.58,5.03,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Jarace Walker,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1641716.png,Jarace Walker,Forward,Indiana Pacers,82,47,35,0.573,3941.0,117.6,2578,0.7,631,481,1297.0,1212.0,1122.0,4792.0,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East
Jared Butler,1630215,Washington Wizards,OVERALL,14.14,2.45,5.03,0.47,0.6,1.95,0.24,0.78,0.9,0.36,0.22,1.23,1.45,3.15,1.25,0.72,0.2,0.32,1.45,1.08,6.28,-1.2,7.85,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Jared Butler,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630215.png,Jared Butler,Guard,Washington Wizards,82,15,67,0.183,3946.0,118.9,2613,0.683,623,415,1401.0,1345.0,1239.0,4788.0,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East
Jared Rhoden,1631197,Detroit Pistons,OVERALL,14.41,1.94,3.88,0.38,0.71,1.82,0.25,0.29,0.47,0.15,0.18,1.76,1.94,0.82,0.41,0.18,0.76,0.18,1.65,0.41,4.88,-2.29,6.06,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jared Rhoden,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631197.png,Jared Rhoden,Guard,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jaren Jackson Jr.,1628991,Memphis Grizzlies,OVERALL,32.18,7.82,17.59,0.44,1.77,5.55,0.31,5.11,6.32,0.75,1.29,4.24,5.53,2.33,2.42,1.21,1.61,1.83,3.56,5.73,22.52,-5.15,19.79,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jaren Jackson Jr.,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1628991.png,Jaren Jackson Jr.,Forward-Center,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,2598,0.706,673,501,1514.0,1146.0,1236.0,3948.0,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West
